12391,2022-08-24 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,42500,'1','1','Waqas',2022-08-24 19:22:15.400000,'100*50KG BAGS','AL-0201 (ZAMAN)',2391,'DINGA','01','400001','PURCHASE A/C'
12392,2022-08-25 00:00,'200119','V','SCAN WORLD FAISALABAD',,'FAISALABAD',0,206712,'1','1','Waqas',2022-08-25 10:15:47.109000,,'LET-4538 (RAZA SALEEM)',2392,'FAISALABAD','01','400001','PURCHASE A/C'
12393,2022-08-25 00:00,'200123','V','HI TECH INKS',,,0,380280,'1','1','Waqas',2022-08-25 10:18:13.531000,'6*165KG DRUM ,6*23KG DRUM','LET-4538 (ASAD SHAH)',2393,,'01','400001','PURCHASE A/C'
12394,2022-08-27 00:00,'200099','V','ABDUL REHMAN  KHAN GRINDING',,'ABBOTABAD',0,507200,'1','1','Waqas',2022-08-27 13:38:50.350000,'700*45KG','GLTB-1187',2394,'ABBOTABAD','01','400001','PURCHASE A/C'
12395,2022-08-27 00:00,'200050','V','MITHO KHAAD ',,,0,70000,'1','1','Waqas',2022-08-27 17:21:01.788000,,'LET-4538 (SSHAHZAD)',2395,,'01','400001','PURCHASE A/C'
12396,2022-08-27 00:00,'200096','V','FARAS CHEMICALS',,'BHAI PHERO',3,11888947,'1','1','HAMMAD',2022-08-27 18:07:23.172000,,'C-2776 (QAISER)',2396,'BHAI PHERO','01','400001','PURCHASE A/C'
12397,2022-08-27 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,184334,'1','1','Waqas',2022-08-27 19:50:06.609000,,'TTC-639 (LIAQAT)',2397,'LAHORE','01','400001','PURCHASE A/C'
12398,2022-08-28 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,148750,'1','1','Waqas',2022-08-28 10:41:47.438000,'350*50KGS BAGS','k-1451 (tasawar)',2398,'DINGA','01','400001','PURCHASE A/C'
12399,2022-08-28 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1896000,'1','1','HAMMAD',2022-08-28 16:54:44.384000,'400*50KGS BAGS','TKN-383 (ALADAD)',2399,'QAIDABAD','01','400001','PURCHASE A/C'
12400,2022-04-01 00:00,'200177','V','REHAB INTERTRADE','JODIA BAZAR,LYARI TOWN KARACHI','KARACHI',0,561600,'1','1','HAMMAD',2022-08-29 12:41:22.976000,,'INV NO.14182',2400,'KARACHI','01','400001','PURCHASE A/C'
12401,2022-08-27 00:00,'100169','C','SHEIKH MEHMOOD SOAP',,,0,25908,'1','1','HAMMAD',2022-08-29 15:38:35.034000,,'LES-5435 (SHAHZAD)',2401,,'01','400001','PURCHASE A/C'
12402,2022-08-28 00:00,'100169','C','SHEIKH MEHMOOD SOAP',,,0,17361,'1','1','HAMMAD',2022-08-29 15:40:17.464000,,'LES-5435 (SHAHZAD)',2402,,'01','400001','PURCHASE A/C'
12403,2022-08-29 00:00,'100168','V','SHAFI SONS PACKAGES',,'GUJRAT',0,1274380,'1','1','Waqas',2022-08-29 17:21:09.822000,,'LES-3218',2403,,'03','400001','PURCHASE A/C'
12404,2022-08-29 00:00,'200050','V','MITHO KHAAD ',,,0,70000,'1','1','Waqas',2022-08-29 19:29:15.113000,'25*50KGS BAGS','YAQOOB',2404,,'01','400001','PURCHASE A/C'
12405,2022-08-30 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,20748,'1','1','HAMMAD',2022-08-30 11:45:34.233000,,'LES-5435 (RAZA SALEEM)',2405,,'01','400001','PURCHASE A/C'
12406,2022-08-30 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,2767028,'1','1','HAMMAD',2022-08-30 15:34:56.958000,,'TLD-660 (M.FEZAN)',2406,'HATTAR','01','400001','PURCHASE A/C'
12407,2022-08-30 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,738255,'1','1','HAMMAD',2022-08-30 16:36:44.320000,,'FDI-122 (JAVED)',2407,'FAISALABAD','01','400001','PURCHASE A/C'
12408,2022-08-30 00:00,'200082','V','MODEL PAPER MILLS',,'SHEIKHUPURA',0,1172297,'1','1','HAMMAD',2022-08-30 16:40:41.862000,'6 REEL TEST LINER,6 REEL KRAFT','GAD-6675 (ASLAM)',2408,'SHEIKHUPURA','01','400001','PURCHASE A/C'
12409,2022-08-30 00:00,'200080','V','ALTAF PRESS ','NEAR AMIR RICE MILLS, MARI ROAD','KAMOKE',3,315458,'1','1','HAMMAD',2022-08-30 16:50:08.736000,,'LOT-2656 (ASHIQ HUSSAIN)',2409,'KAMOKE','01','400001','PURCHASE A/C'
12410,2022-08-30 00:00,'200058','V','MUJADDAD LAHORE',,'LAHORE',0,5098800,'1','1','HAMMAD',2022-08-31 08:55:17.641000,,'JP-9311 (ZEESHAN)',2410,'LAHORE','01','400001','PURCHASE A/C'
12411,2022-08-30 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,10643,'1','1','HAMMAD',2022-08-31 08:57:26.388000,,'GTS-576 (RAZA SALEEM)',2411,,'01','400001','PURCHASE A/C'
12412,2022-08-30 00:00,'100344','C','MANUCHAR PAKISTAN',,,0,3182400,'1','1','HAMMAD',2022-08-31 08:58:24.295000,'65*1000KG BAGS','JW-2115 (NAZIR AHMAD)',2412,,'01','400001','PURCHASE A/C'
12413,2022-08-30 00:00,'100007','C','FIRDOUS TRADERS','GHALLAH MANDI','LALAMUSA',12.99,.1,'1','1','HAMMAD',2022-08-31 10:18:15.141000,'1300 SMALL BAG ,12000 LARGE BAG','LET-1222 FARHAN',2413,'LALAMUSA','01','400001','PURCHASE A/C'
12414,2022-08-31 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,17953,'1','1','HAMMAD',2022-08-31 11:42:46.492000,,'LET-4538 (ASAD SHAH)',2414,,'01','400001','PURCHASE A/C'
12415,2022-08-31 00:00,'200176','V','PAK MINERALS INTERNATIONAL','FEROZEPUR ROAD CHUNGI AMER SADHU DEFENCE ROAD LAHORE','LAHORE',0,171375,'1','1','HAMMAD',2022-08-31 14:29:47.653000,,'TKU-728 (ASIF ALI)',2415,'LAHORE','01','400001','PURCHASE A/C'
12416,2022-08-31 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,434419,'1','1','Waqas',2022-08-31 22:10:24.559000,,'TTC-638',2416,'LAHORE','01','400001','PURCHASE A/C'
12417,2022-09-01 00:00,'200146','V','BB CHAMPACK',,,0,2075134,'1','1','HAMMAD',2022-09-01 10:14:45.662000,,'LET-4538 (ASAD SHAH)',2417,,'01','400001','PURCHASE A/C'
12418,2022-09-01 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,22414,'1','1','HAMMAD',2022-09-01 11:50:04.741000,,'LES-5435 (SHAHZAD)',2418,,'01','400001','PURCHASE A/C'
12419,2022-09-01 00:00,'100169','C','SHEIKH MEHMOOD SOAP',,,0,105300,'1','1','Waqas',2022-09-01 19:46:31.380000,,'GTS-550 (WAZIR KHAN)',2419,,'01','400001','PURCHASE A/C'
12420,2022-09-01 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,220000,'1','1','HAMMAD',2022-09-03 09:22:04.297000,,,2420,'LAHORE','01','400001','PURCHASE A/C'
12421,2022-09-01 00:00,'200158','V','JAI MEDICOSE BOTTLE CAPS',,,0,22800,'1','1','Waqas',2022-09-03 09:41:14.784000,'1 BAG','GTS-576 (RAZA SALEEM)',2421,,'01','400001','PURCHASE A/C'
12422,2022-09-03 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,686504,'1','1','HAMMAD',2022-09-03 10:31:53.653000,'9 REELS','LES-1412 (USMAN)',2422,'GUJRANWALA','01','400001','PURCHASE A/C'
12423,2022-09-03 00:00,'200158','V','JAI MEDICOSE BOTTLE CAPS',,,0,121600,'1','1','Waqas',2022-09-03 14:02:35.662000,'5 BAGS (BILLTY 5952/1 & 5938/4','GTS-576 (RAZA SALEEM)',2423,,'01','400001','PURCHASE A/C'
12424,2022-09-03 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,86045,'1','1','Waqas',2022-09-03 14:58:21.734000,,'XB-021 (MOHSIN)',2424,'DINGA','01','400001','PURCHASE A/C'
12425,2022-09-03 00:00,'200167','V','SHAMOON ZAKI KARACHI',,'KARACHI',0,1038000,'1','1','HAMMAD',2022-09-03 15:05:58.714000,'12*50KG DRUM','LES-5435 (SHAHZAD)',2425,'KARACHI','01','400001','PURCHASE A/C'
12426,2022-09-03 00:00,'200038','V','IMPORT OF FRAGNANCE',,,0,2100000,'1','1','HAMMAD',2022-09-03 15:10:19.631000,'30*50KG DRUM','LES-5435 (SHAHZAD)',2426,,'01','400001','PURCHASE A/C'
12427,2022-09-04 00:00,'200142','V','OLYMPIA CHEMICAL LIMITED NO.1',,,5,1005005,'1','1','HAMMAD',2022-09-04 10:09:29.556000,'1 DRUM FRAGNANCE,100 BAG SPC ,20 D/W REEL 80 GRAM,4 TAPE','LXX-6380 (TARIQ KHAN)',2427,,'01','400001','PURCHASE A/C'
12428,2022-08-29 00:00,'200178','V','LAHORE PLAS PACKAGING','AL ASHAR STREET- AL GHANI INDUSTRIAL ESTATE  20KM FEROZEPUR ROAD','LAHORE',0,548000,'1','1','Waqas',2022-09-04 11:25:34.988000,,'LET-4538 (ASAD SHAH)',2428,'LAHORE','01','400001','PURCHASE A/C'
12429,2022-09-04 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,212513,'1','1','Waqas',2022-09-04 18:26:12.188000,'1619 LT','TTC-637 (MUZAFAR IQBAL)',2429,'LAHORE','01','400001','PURCHASE A/C'
12430,2022-09-04 00:00,'200160','V','AKBAR GRINDING MILLS (PVT) LTD','PLOT NO#127 INDUSTRIAL ESTATE BARA BANDA RISALPUR,NOWSHERA','NOWSHERA',0,380000,'1','1','HAMMAD',2022-09-05 09:07:13.509000,'760*50KG','P-5191 (MEER HASSAN)',2430,'NOWSHERA','01','400001','PURCHASE A/C'
12431,2022-09-05 00:00,'200173','V','MEER JAN KHAN (WOOD SUPPLIER)','CHAKORI GUJJART',,0,183375,'1','1','Waqas',2022-09-06 09:11:22.039000,,'MEER JAN',2431,,'01','400001','PURCHASE A/C'
12432,2022-09-06 00:00,'200168','V','AMANULLAH SB  (WOOD SUPPLIER)','DITAWAL. GUJRAT',,0,62475,'1','1','Waqas',2022-09-06 09:15:50.984000,,'AMANULLAH SB',2432,,'01','400001','PURCHASE A/C'
12433,2022-09-06 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,81230,'1','1','Waqas',2022-09-06 10:36:03.240000,,'XB-021 (MOHSIN)',2433,'DINGA','01','400001','PURCHASE A/C'
12434,2022-09-06 00:00,'200033','V','AL HADI CHEMICALS',,,0,116500,'1','1','HAMMAD',2022-09-06 14:19:28.803000,,'les-5435 (shahzad)',2434,,'01','400001','PURCHASE A/C'
12435,2022-09-07 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1896000,'1','1','HAMMAD',2022-09-07 13:07:53.417000,'400*50 KGS','TAL-639 (FAZAL ABBAS)',2435,'QAIDABAD','01','400001','PURCHASE A/C'
12436,2022-09-07 00:00,'200123','V','HI TECH INKS',,,0,495000,'1','1','Waqas',2022-09-07 14:48:08.367000,'BILLTY NO#7128/20','GTS-576 (RAZA SALEEM)',2436,,'01','400001','PURCHASE A/C'
12437,2022-09-07 00:00,'200123','V','HI TECH INKS',,,0,517675,'1','1','Waqas',2022-09-07 14:51:58.759000,'BILLTY NO#7125/13','GTS-576 (RAZA SALEEM)',2437,,'01','400001','PURCHASE A/C'
12438,2022-09-07 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,910340,'1','1','HAMMAD',2022-09-07 15:55:57.828000,'20 REEL','LES-9944 (ARSALAN)',2438,'GUJRANWALA','01','400001','PURCHASE A/C'
12439,2022-09-07 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,98000,'1','1','HAMMAD',2022-09-07 18:10:49.376000,'700*50KGS','SAI-269 (ARSLAN)',2439,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
12440,2022-09-08 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,74409,'1','1','Waqas',2022-09-08 14:18:43.000000,,'TTC-637',2440,'LAHORE','01','400001','PURCHASE A/C'
12441,2022-09-08 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,823308,'1','1','HAMMAD',2022-09-08 16:37:10.544000,,'LES-2611 (TAHIR)',2441,'GUJRANWALA','01','400001','PURCHASE A/C'
12442,2022-09-08 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,825900,'1','1','Waqas',2022-09-08 17:57:12.750000,,'LET-4538 (ASAD SHAH)',2442,'QAIDABAD','01','400001','PURCHASE A/C'
12443,2022-09-08 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,998376,'1','1','HAMMAD',2022-09-10 09:02:17.431000,,'OKI-2711 (ASGHAR ALI)',2443,'FAISALABAD','01','400001','PURCHASE A/C'
12444,2022-09-10 00:00,'200096','V','FARAS CHEMICALS',,'BHAI PHERO',0,12396882,'1','1','HAMMAD',2022-09-10 11:55:06.379000,'REJECTED','LRC-3171 ',2444,'BHAI PHERO','01','400001','PURCHASE A/C'
12445,2022-09-10 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,765256,'1','1','HAMMAD',2022-09-10 15:01:17.947000,'8 REEL','LES-1412 (USMAN)',2445,'GUJRANWALA','01','400001','PURCHASE A/C'
12446,2022-09-10 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,99450,'1','1','Waqas',2022-09-10 16:19:54.677000,,'XB-021 (MOHSIN)',2446,'DINGA','01','400001','PURCHASE A/C'
12447,2022-09-11 00:00,'200009','V','ITTEHAD CHEMICALS LIMITED','39-EMPRESS ROAD LAHORE ','LAHORE',0,2106000,'1','1','HAMMAD',2022-09-11 10:56:44.375000,,'LXP-2615 (MUZAMIL)',2447,'LAHORE','01','400001','PURCHASE A/C'
12448,2022-09-12 00:00,'200017','V','MUZAFAR ','KARACHI','KARACHI',0,172500,'1','1','Waqas',2022-09-12 11:33:53.513000,'60 BAGS EACH BAG 25KGS (BILTTY 566/60)','GTS-576 (RAZA SALEEM)',2448,'KARACHI','01','400001','PURCHASE A/C'
12449,2022-09-12 00:00,'100525','V','MUGHAL CHEMICALS RAWAT','CHAMBER ROAD, RAWAT','RAWAT',0,104000,'1','1','Waqas',2022-09-12 11:37:28.918000,'2 DRUM 130KGS','GTS-576 (RAZA SALEEM)',2449,,'01','400001','PURCHASE A/C'
12450,2022-09-12 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,42000,'1','1','HAMMAD',2022-09-12 15:31:10.039000,'300*50KGS','XA-181 (M.ARIF)',2450,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
12451,2022-09-13 00:00,'100364','V','BRAND SMITH (PVT) LTD',,'LAHORE',13.99,.01,'1','1','Waqas',2022-09-13 10:40:47.738000,'14 CLY','GTS-576 (RAZA SALEEM)',2451,,'01','400001','PURCHASE A/C'
12452,2022-09-13 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,40375,'1','1','Waqas',2022-09-13 12:51:53.165000,'95*50KGS BAGS','AL-0201 (ZAMAN)',2452,'DINGA','01','400001','PURCHASE A/C'
12453,2022-09-13 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,721096,'1','1','HAMMAD',2022-09-13 14:13:44.907000,'8 REELS','LES-6204 (AWAIS ALI)',2453,'GUJRANWALA','01','400001','PURCHASE A/C'
12454,2022-09-13 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,38270,'1','1','Waqas',2022-09-13 19:04:02.400000,,'AL-0201',2454,'DINGA','01','400001','PURCHASE A/C'
12455,2022-09-13 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,365175,'1','1','Waqas',2022-09-14 08:40:21.005000,,'TTC-637 (ASHRAF)',2455,'LAHORE','01','400001','PURCHASE A/C'
12456,2022-09-14 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,766260,'1','1','HAMMAD',2022-09-14 10:08:39.040000,,'LES-8335 (ALI)',2456,'HATTAR','01','400001','PURCHASE A/C'
12457,2022-09-14 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,834072,'1','1','HAMMAD',2022-09-14 15:36:02.262000,,'GAB-1086 (JAVAD AHMAD)',2457,'GUJRANWALA','01','400001','PURCHASE A/C'
12458,2022-09-14 00:00,'200176','V','PAK MINERALS INTERNATIONAL','FEROZEPUR ROAD CHUNGI AMER SADHU DEFENCE ROAD LAHORE','LAHORE',0,316000,'1','1','HAMMAD',2022-09-14 17:10:50.791000,,'Z-1295 (MUBASHIR ALI)',2458,'LAHORE','01','400001','PURCHASE A/C'
12459,2022-09-14 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,68425,'1','1','Waqas',2022-09-14 18:42:23.067000,,'XB-021 (MOHSIN)',2459,'DINGA','01','400001','PURCHASE A/C'
12460,2022-09-14 00:00,'200145','V',' SHAKIR WASTAGE MATERIAL','SERVICE MOR GUJRAT','GUJRAT',0,17400,'1','1','Waqas',2022-09-15 11:01:51.580000,'WAX','LET-4538 (ASAD SHAH)',2460,'GUJRAT','01','400001','PURCHASE A/C'
12461,2022-09-15 00:00,'200158','V','JAI MEDICOSE BOTTLE CAPS',,,0,22800,'1','1','HAMMAD',2022-09-17 10:00:39.231000,'1 BAG','GTS-576 (RAZA SALEEM)',2461,,'01','400001','PURCHASE A/C'
12462,2022-09-17 00:00,'200176','V','PAK MINERALS INTERNATIONAL','FEROZEPUR ROAD CHUNGI AMER SADHU DEFENCE ROAD LAHORE','LAHORE',0,232500,'1','1','HAMMAD',2022-09-17 11:40:27.079000,,'LXK-1021 (M.RAMDAN)',2462,'LAHORE','01','400001','PURCHASE A/C'
12463,2022-09-17 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,972000,'1','1','HAMMAD',2022-09-17 12:13:15.711000,,'GLT-5479 (M.HUSSAIN)',2463,'QAIDABAD','01','400001','PURCHASE A/C'
12464,2022-09-17 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,42500,'1','1','Waqas',2022-09-17 12:30:36.652000,,'GTI-241 (MOHSIN)',2464,'DINGA','01','400001','PURCHASE A/C'
12465,2022-09-17 00:00,'100036','C','SAIF BROTHERS RAILWAY ROAD GUJRAT','GUJRAT','GUJRAT',0,141525,'1','1','Waqas',2022-09-17 15:05:09.739000,'13*19=100KG, 17*29=108.6KG ,19*35=105.9KG','GTS-576 (RAZA SALEEM)',2465,'GUJRAT','01','400001','PURCHASE A/C'
12466,2022-09-17 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,247736,'1','1','Waqas',2022-09-18 08:40:27.275000,,'TTC-637 (M.ASHRAF)',2466,'LAHORE','01','400001','PURCHASE A/C'
12467,2022-09-18 00:00,'200178','V','LAHORE PLAS PACKAGING','AL ASHAR STREET- AL GHANI INDUSTRIAL ESTATE  20KM FEROZEPUR ROAD','LAHORE',0,275000,'1','1','Waqas',2022-09-18 08:55:27.394000,'25 BAGS*25KG','LES-5435',2467,'LAHORE','01','400001','PURCHASE A/C'
12468,2022-09-14 00:00,'200158','V','JAI MEDICOSE BOTTLE CAPS',,,0,19000,'1','1','Waqas',2022-09-18 10:36:29.924000,,'LET-4538 (ASAD SHAH)',2468,,'01','400001','PURCHASE A/C'
12469,2022-09-18 00:00,'200080','V','ALTAF PRESS ','NEAR AMIR RICE MILLS, MARI ROAD','KAMOKE',0,715350,'1','1','HAMMAD',2022-09-18 11:06:45.798000,,'LOK-2656',2469,'KAMOKE','01','400001','PURCHASE A/C'
12470,2022-09-18 00:00,'100067','C','SHOAIB KHAN AFGHANISTAN','AFGHANISTAN','AFGHANISTAN',14.99,.01,'1','1','HAMMAD',2022-09-18 11:08:31.145000,,'LOK-2656',2470,'AFGHANISTAN','01','400001','PURCHASE A/C'
12471,2022-09-19 00:00,'200176','V','PAK MINERALS INTERNATIONAL','FEROZEPUR ROAD CHUNGI AMER SADHU DEFENCE ROAD LAHORE','LAHORE',0,468628,'1','1','HAMMAD',2022-09-19 09:27:59.640000,,'C-1928 (JAMAL UL DEEN)',2471,'LAHORE','01','400001','PURCHASE A/C'
12472,2022-09-17 00:00,'200123','V','HI TECH INKS',,,0,596250,'1','1','Waqas',2022-09-19 09:47:35.726000,'30 DRUM','GTS-576 (RAZA SALEEM)',2472,,'01','400001','PURCHASE A/C'
12473,2022-09-19 00:00,'200050','V','MITHO KHAAD ',,,0,81000,'1','1','Waqas',2022-09-19 10:11:10.546000,'30 BAG','SHAFQAT',2473,,'01','400001','PURCHASE A/C'
12474,2022-09-18 00:00,'100168','V','SHAFI SONS PACKAGES',,'GUJRAT',0,612443,'1','1','Waqas',2022-09-19 10:19:45.331000,,'ABDUL REHMAN SIALKOT',2474,,'03','400001','PURCHASE A/C'
12475,2022-09-19 00:00,'200163','V','DUBAI PACKAGES',,,0,3082940,'1','1','HAMMAD',2022-09-19 12:27:43.007000,,'C-9795 (USMAN)',2475,,'01','400001','PURCHASE A/C'
12476,2022-09-19 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,91882,'1','1','HAMMAD',2022-09-19 14:21:42.257000,'','GLTB-2645 (WAHID ZAMAN)',2476,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
12477,2022-09-19 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,1376738,'1','1','Waqas',2022-09-19 14:47:29.094000,,'TKK-045 (ATIF)',2477,'HATTAR','01','400001','PURCHASE A/C'
12478,2022-09-19 00:00,'200094','V','TUFAIL CHEMICAL & SURFACTANT (PVT) LTD ',,,0,11564028,'1','1','HAMMAD',2022-09-19 17:38:32.839000,,'K-8086 (M.YAQOOB)',2478,,'01','400001','PURCHASE A/C'
12479,2022-09-20 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,14190,'1','1','Waqas',2022-09-20 10:52:19.335000,,'LES-5435 (ASAD SHAH)',2479,,'01','400001','PURCHASE A/C'
12480,2022-09-20 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,307616,'1','1','Waqas',2022-09-21 08:38:03.782000,,'TTA-144 (AMIR MEHMOOD)',2480,'LAHORE','01','400001','PURCHASE A/C'
12481,2022-09-20 00:00,'200136','V','TILLAY KHAN (WOOD)','PHALIA','PHALIA',0,147355,'1','1','Waqas',2022-09-21 08:55:11.496000,,'GAI-102',2481,'PHALIA','01','400001','PURCHASE A/C'
12482,2022-09-21 00:00,'200171','V','ABDUL SAMAD (LEATHER SCRAP)','SERVICE MORH GUJRAT','GUJRAT',0,9945,'1','1','Waqas',2022-09-21 09:25:28.603000,,'M.SULMAN',2482,'GUJRAT','01','400001','PURCHASE A/C'
12483,2022-09-21 00:00,'200181','V','MAMMAL PAPER FACTORY',,'PESHAWAR',0,1387358,'1','1','HAMMAD',2022-09-21 16:49:20.266000,'28 REELS','P-6779 (IMRAN)',2483,'PESHAWAR','01','400001','PURCHASE A/C'
12484,2022-09-21 00:00,'200156','V','FZ ENTERPRISES',,,0,612000,'1','1','HAMMAD',2022-09-21 17:03:40.467000,'BILLTY NO#681/38','GTS-576 (RAZA SALEEM)',2484,,'01','400001','PURCHASE A/C'
12485,2022-09-21 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1108107,'1','1','HAMMAD',2022-09-21 17:33:07.108000,,'OKI-2711 (ASGHAR)',2485,'FAISALABAD','01','400001','PURCHASE A/C'
12486,2022-09-22 00:00,'200171','V','ABDUL SAMAD (LEATHER SCRAP)','SERVICE MORH GUJRAT','GUJRAT',0,9315,'1','1','Waqas',2022-09-22 09:20:26.969000,,'M.SULMAN',2486,'GUJRAT','01','400001','PURCHASE A/C'
12487,2022-09-22 00:00,'200171','V','ABDUL SAMAD (LEATHER SCRAP)','SERVICE MORH GUJRAT','GUJRAT',0,8775,'1','1','Waqas',2022-09-22 12:00:30.050000,,'SHARAZ KHAN',2487,'GUJRAT','01','400001','PURCHASE A/C'
12488,2022-09-22 00:00,'200171','V','ABDUL SAMAD (LEATHER SCRAP)','SERVICE MORH GUJRAT','GUJRAT',0,5850,'1','1','Waqas',2022-09-22 14:07:58.754000,,'M.SULMAN',2488,'GUJRAT','01','400001','PURCHASE A/C'
12489,2022-09-22 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,42500,'1','1','Waqas',2022-09-22 14:10:29.201000,,'AL-0201  (M.ZAMAN)',2489,'DINGA','01','400001','PURCHASE A/C'
12490,2022-09-22 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,928924,'1','1','HAMMAD',2022-09-22 17:46:28.846000,,'LES-6499 (ASHRAF)',2490,'GUJRANWALA','01','400001','PURCHASE A/C'
12491,2022-09-22 00:00,'200142','V','OLYMPIA CHEMICAL LIMITED NO.1',,,24.99,.01,'1','1','HAMMAD',2022-09-22 21:50:42.217000,,'LES-6451 (WASEEM)',2491,,'01','400001','PURCHASE A/C'
12492,2022-09-24 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,36125,'1','1','Waqas',2022-09-24 10:41:25.451000,,'LRJ-1487 (MOHSIN)',2492,'DINGA','01','400001','PURCHASE A/C'
12493,2022-09-22 00:00,'200158','V','JAI MEDICOSE BOTTLE CAPS',,,0,19000,'1','1','HAMMAD',2022-09-24 11:07:59.555000,'1 BAG','GTS-576 (RAZA SALEEM)',2493,,'01','400001','PURCHASE A/C'
12494,2022-09-24 00:00,'200146','V','BB CHAMPACK',,,0,893476,'1','1','HAMMAD',2022-09-24 11:51:56.194000,'14 ROLLS','LET-4538 (ASAD SHAH)',2494,,'01','400001','PURCHASE A/C'
